Recording	Participant	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Go-past_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	semidecumbente	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	ser	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	ser2	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	siglo	217	1	107981	217	217	217	217	1	107981	217	217	217	217	217	1	107981	217	250	250	250	250	1	107947	250	0			0			0	107947	108197	98,76	37,35													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	siglo1	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	solanaceas	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	Solanum	183	1	94107	183	183	183	183	1	94107	183	183	183	183	183	1	94107	183	217	217	217	217	1	94074	217	0			0			0	94074	94290	43,98	33,36													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	Solanum1	200	1	98737	200	200	200	200	1	98737	200	200	200	200	200	1	98737	200	233	233	233	233	1	98704	233	0			0			0	98704	98937	85,69	67,79													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	su2	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	Su	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	superindice1	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	superindice4	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	superindice7	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	superindice23	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	superindice56	200	1	122836	200	200	200	200	1	122836	200	200	200	200	200	1	122836	200	233	233	233	233	1	122803	233	0			0			0	122803	123036	59,62	286,49													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	sus	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	sus2	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	sus3	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	tallo	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	tallos	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	taxonomia	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	término	183	1	92392	183	183	183	183	1	92392	183	183	183	183	183	1	92392	183	200	200	200	200	1	92375	200	0			0			0	92375	92575	51,03	43,47													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	Titiaca	1715	4	101752	1715	429	167	816	4	101752	816	1732	577	167	816	3	101752	816	1849	616	183	866	3	101702	866	0			0			1	101702	102568	62,7	33,12													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	Titulo	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	TituloImagen	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	todo	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	trasladada	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	traves	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	tuberculos	250	1	118440	250	250	250	250	1	118440	250	250	250	250	250	1	118440	250	266	266	266	266	1	118423	266	0			0			0	118423	118689	30,14	375,85													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	tuberosa	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	tuberosum	150	1	93924	150	150	150	150	1	93924	150	150	150	150	150	1	93924	150	217	217	217	217	1	93857	217	0			0			0	93857	94074	267,94	43,98													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	un	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	una	783	2	97621	783	391	250	533	2	97621	250	783	391	250	533	2	97621	250	849	425	283	566	2	97588	283	0			0			0	97588	97871	106,22	570,91													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	una1	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	una2	217	1	110845	217	217	217	217	1	110845	217	217	217	217	217	1	110845	217	233	233	233	233	1	110828	233	0			0			0	110828	111062	50,31	533,9													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	una3	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	uno	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	unos	200	1	107481	200	200	200	200	1	107481	200	200	200	200	200	1	107481	200	217	217	217	217	1	107464	217	0			0			0	107464	107681	34,08	92,87													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	uso1	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	usos	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	véase	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	XVI	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	XVIII	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y	200	1	96872	200	200	200	200	1	96872	200	200	200	200	200	1	96872	200	217	217	217	217	1	96855	217	0			0			0	96855	97072	41,15	56,7													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y2	416	1	104050	416	416	416	416	1	104050	416	416	416	416	416	1	104050	416	466	466	466	466	1	104000	466	0			0			0	104000	104466	69,86	32,65													
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y3	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y4	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y5	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	y6	0	0		0				0			0				0			0				0			0			0			0																	
Recording7	Participant7	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording7,Text1	ya	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	a	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	a1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	a2	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	a3	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	a4	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	aereos	167	1	42616	167	167	167	167	1	42616	167	167	167	167	167	1	42616	167	200	200	200	200	1	42583	200	0			0			0	42583	42782	57,75	58,62													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	afincado	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	agronomicos	133	1	36087	133	133	133	133	1	36087	133	133	133	133	133	1	36087	133	167	167	167	167	1	36054	167	0			0			0	36054	36220	40,7	471,8													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	al	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	al1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	alimentacion	250	1	26494	250	250	250	250	1	26494	250	250	250	250	250	1	26494	250	283	283	283	283	1	26461	283	0			0			0	26461	26744	103,19	97,38													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	alimentos	200	1	37086	200	200	200	200	1	37086	200	200	200	200	200	1	37086	200	233	233	233	233	1	37053	233	0			0			0	37053	37286	42,31	65,52													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	altiplano	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	altiplano1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	altura	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Andes	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	andino	383	1	19799	383	383	383	383	1	19799	383	383	383	383	383	1	19799	383	416	416	416	416	1	19766	416	0			0			0	19766	20182	54,76	85,35													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Antoine	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	años	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	aunque	83	1	31207	83	83	83	83	1	31207	83	83	83	83	83	1	31207	83	117	117	117	117	1	31174	117	0			0			0	31174		75,86														
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	botanica	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	caducifolia	383	1	41667	383	383	383	383	1	41667	383	383	383	383	383	1	41667	383	450	450	450	450	1	41600	450	0			0			0	41600	42050	467,03	39,41													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	centrales1	150	1	19033	150	150	150	150	1	19033	150	150	150	150	150	1	19033	150	167	167	167	167	1	19016	167	0			0			0	19016	19183	34,15	33,13													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	cercanias	500	2	20215	500	250	233	266	2	20215	233	500	250	233	266	2	20215	233	566	283	266	300	2	20182	266	0			0			0	20182	20449	85,35	69,3													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	comenzó	100	1	25878	100	100	100	100	1	25878	100	100	100	100	100	1	25878	100	133	133	133	133	1	25845	133	0			0			0	25845	25978	47,81	538,1													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	como	200	1	28243	200	200	200	200	1	28243	200	200	200	200	200	1	28243	200	217	217	217	217	1	28226	217	0			0			0	28226	28443	35,08	65,24													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	comprende	217	1	18267	217	217	217	217	1	18267	217	217	217	217	217	1	18267	217	250	250	250	250	1	18233	250	0			0			0	18233	18483	74,29	111,52													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	comun	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	conquistadores	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	consideraban	366	1	27077	366	366	366	366	1	27077	366	366	366	366	366	1	27077	366	400	400	400	400	1	27044	400	0			0			0	27044	27443	77,61	116,66													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	consumo	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Contenidos	550	3	963	550	183	133	250	3	963	250	583	291	250	333	2	963	250	616	308	266	350	2	946	266	0			0			1	946	1213	334,34	394,35													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	convertirse	167	1	36437	167	167	167	167	1	36437	167	167	167	167	167	1	36437	167	183	183	183	183	1	36420	183	0			0			0	36420	36604	41,34	105,84													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	creciendo	300	1	30608	300	300	300	300	1	30608	300	300	300	300	300	1	30608	300	350	350	350	350	1	30558	350	0			0			0	30558	30908	77,72	49,1													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	curiosidad	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de2	167	1	10489	167	167	167	167	1	10489	167	167	167	167	167	1	10489	167	200	200	200	200	1	10456	200	0			0			0	10456	10656	64,05	44,21													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de3	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de4	766	1	17051	766	766	766	766	1	17051	766	766	766	766	766	1	17051	766	799	799	799	799	1	17018	799	0			0			0	17018	17817	56,63	52,7													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de5	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de6	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de7	1266	1	28693	1266	1266	1266	1266	1	28693	1266	1266	1266	1266	1266	1	28693	1266	1316	1316	1316	1316	1	28643	1316	0			0			0	28643	29958	106,27	60,11													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de8	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de9	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de1312	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	de¡4	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	del	200	1	2611	200	200	200	200	1	2611	200	200	200	200	200	1	2611	200	233	233	233	233	1	2578	233	0			0			0	2578	2811	51,19	38,68													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	del2	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	del3	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	del4	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	del5	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	desambiguacion	566	1	7008	566	566	566	566	1	7008	566	566	566	566	566	1	7008	566	616	616	616	616	1	6958	616	0			0			0	6958	7575	102,55	378,27													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Descripcion	949	2	37436	949	475	283	666	2	37436	666	949	475	283	666	2	37436	666	1033	516	316	716	2	37386	716	0			0			0	37386	38102	167,45	87,91													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	desde	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	domesticada	250	1	19349	250	250	250	250	1	19349	250	250	250	250	250	1	19349	250	300	300	300	300	1	19299	300	0			0			0	19299	19599	493,36	57,26													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Doyle	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	editar	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	el	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	el1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	el2	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	el3	117	1	19649	117	117	117	117	1	19649	117	117	117	117	117	1	19649	117	167	167	167	167	1	19599	167	0			0			0	19599	19766	57,26	54,76													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	el4	67	1	34738	67	67	67	67	1	34738	67	67	67	67	67	1	34738	67	117	117	117	117	1	34688	117	0			0			0	34688	34805	115,34	91,47													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en2	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en3	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en5	167	1	35471	167	167	167	167	1	35471	167	167	167	167	167	1	35471	167	200	200	200	200	1	35438	200	0			0			0	35438	35638	58,18	76,77													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en6	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	en7	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	En4	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Enrique	383	1	35671	383	383	383	383	1	35671	383	383	383	383	383	1	35671	383	416	416	416	416	1	35638	416	0			0			0	35638	36054	76,77	40,7													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	erecto	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	eruopa	183	1	24312	183	183	183	183	1	24312	183	183	183	183	183	1	24312	183	217	217	217	217	1	24279	217	0			0			0	24279	24496	90,51	77,88													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	es	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	es2	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	escritos	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	España	383	2	10689	383	192	167	217	2	10689	167	383	192	167	217	2	10689	167	466	233	200	266	2	10656	200	0			0			0	10656	10855	44,21	34,96													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	España1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	españoles	500	2	25145	500	250	233	266	2	25145	233	500	250	233	266	2	25145	233	566	283	266	300	2	25112	266	0			0			0	25112	25378	159,32	83,06													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	especie	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	esta	217	1	21464	217	217	217	217	1	21464	217	217	217	217	217	1	21464	217	250	250	250	250	1	21431	250	0			0			0	21431	21681	62,94	66,39													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	estacion	250	1	42816	250	250	250	250	1	42816	250	250	250	250	250	1	42816	250	283	283	283	283	1	42782	283	0			0			0	42782	43065	58,62	202,9													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	estrella	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	expandio	217	1	31407	217	217	217	217	1	31407	217	217	217	217	217	1	31407	217	266	266	266	266	1	31357	266	0			0			0		31624		60,97													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	familia	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Filipinas	566	3	10872	566	189	167	233	3	10872	167	566	189	167	233	3	10872	167	633	211	183	266	3	10855	183	0			0			0	10855	11039	34,96	63,17													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	flores	200	1	32307	200	200	200	200	1	32307	200	200	200	200	200	1	32307	200	217	217	217	217	1	32290	217	0			0			0	32290	32506	63,65	71,91													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	forrajera	167	1	28476	167	167	167	167	1	28476	167	167	167	167	167	1	28476	167	200	200	200	200	1	28443	200	0			0			0	28443	28643	65,24	106,27													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	francés	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	fría	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	fue1	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	Fue	100	1	19199	100	100	100	100	1	19199	100	100	100	100	100	1	19199	100	117	117	117	117	1	19183	117	0			0			0	19183	19299	33,13	493,36													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	gastronomico	416	2	33572	416	208	150	266	2	33572	266	416	208	150	266	2	33572	266	500	250	183	316	2	33522	316	0			0			0	34172	33839	65,03	67,41													
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	genero	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	gracias	0	0		0				0			0				0			0				0			0			0			0																	
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	GuineaEcuatorial	1432	4	11255	1432	358	133	566	4	11255	466	1466	489	133	866	3	11255	466	1549	516	167	899	3	11239	483	0			0			1	11239	11722	39,82	97,14													
