AOI,Oscuro_Total,Oscuro_Mean,Oscuro_Std,Claro_Total,Claro_Mean,Claro_Std,t_statistic,p_value,Significant,Difference_%
Titiaca,0.0,0.0,0.0,29.0,0.8529411764705882,1.2341689128826112,-4.029804119370012,0.00014693784335776888,Yes,-100.0
cremalleras,24.0,0.7058823529411765,1.0307223640730592,0.0,0.0,0.0,3.993282950760217,0.00016637554537024394,Yes,0.0
anchas,11.0,0.3235294117647059,0.47485807993381707,0.0,0.0,0.0,3.9727331518303837,0.00017837675160994917,Yes,0.0
compartimento,22.0,0.6470588235294118,0.9497161598676341,0.0,0.0,0.0,3.9727331518303837,0.00017837675160994917,Yes,0.0
creciendo,0.0,0.0,0.0,22.0,0.6470588235294118,0.9497161598676341,-3.9727331518303837,0.00017837675160994917,Yes,-100.0
gastronomico,0.0,0.0,0.0,25.0,0.7352941176470589,1.081772494129546,-3.963369980129374,0.00018411697288865653,Yes,-100.0
mayor,15.0,0.4411764705882353,0.6601733689004333,0.0,0.0,0.0,3.8966715386024777,0.00023045770644261872,Yes,0.0
construida,15.0,0.4411764705882353,0.6601733689004333,0.0,0.0,0.0,3.8966715386024777,0.00023045770644261872,Yes,0.0
compartimento2,16.0,0.47058823529411764,0.7064762801416987,0.0,0.0,0.0,3.8840332498208983,0.00024041831421106063,Yes,0.0
compartimento1,29.0,0.8529411764705882,1.2823357698894498,0.0,0.0,0.0,3.878437368678812,0.0002449593421513463,Yes,0.0
