AOI,Scenario,Oscuro_Total,Oscuro_Mean,Claro_Total,Claro_Mean,t_statistic,p_value,Significant,Difference_%
su2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
una1,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
desde,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
Además,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
rapido,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
mochila6,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
años,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
un5,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
por2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
todos,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
ajustables,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
larga,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
botella,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
seguridad2,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
espacio,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
versatil,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
véase,Overall,0.0,0.0,8.0,0.23529411764705882,-2.477808484068317,0.01578596604882832,Yes,-100.0
Enrique,Overall,0.0,0.0,8.0,0.23529411764705882,-2.477808484068317,0.01578596604882832,Yes,-100.0
de23,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
elección,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
para7,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
cómoda,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
ofrece1,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
flujo,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
para5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
irlandes,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
con6,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
agua2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
con5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
superindice56,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
del,Overall,10.0,0.29411764705882354,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
el1,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
El2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
y9,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
los2,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
las4,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
cabina5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
ligero,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
no1,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
mano2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
para12,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
perenne,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
tu,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
Las2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
uno,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
de26,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
es2,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
al1,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
tus,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
unos,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
infoextra,Overall,16.0,0.47058823529411764,0.0,0.0,2.3637473611411157,0.02104388492869824,Yes,0.0
Contenidos,Overall,0.0,0.0,12.0,0.35294117647058826,-2.329089421693932,0.02292536446759192,Yes,-100.0
ocho,Overall,0.0,0.0,15.0,0.4411764705882353,-2.3254818827266797,0.023129550595862025,Yes,-100.0
viaje4,Overall,9.0,0.2647058823529412,0.0,0.0,2.3191096605607586,0.023494166249755283,Yes,0.0
MenuArriba,Overall,0.0,0.0,9.0,0.2647058823529412,-2.3191096605607586,0.023494166249755283,Yes,-100.0
perfecta,Overall,9.0,0.2647058823529412,0.0,0.0,2.3191096605607586,0.023494166249755283,Yes,0.0
semidecumbente,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
jardin,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
ofrece,Overall,8.0,0.23529411764705882,0.0,0.0,2.264114306353151,0.026858946426791267,Yes,0.0
España1,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
término,Overall,0.0,0.0,8.0,0.23529411764705882,-2.2641143063531506,0.02685894642679129,Yes,-100.0
pensando,Overall,19.0,0.5588235294117647,0.0,0.0,2.2635969092888284,0.026892526829010912,Yes,0.0
de13,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
una2,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
tu8,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
convertirse,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
mochila5,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
compañera,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
mochila8,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
Doyle,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
humano,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
agua,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
mano,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
tus2,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
hace,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
se2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.2305570190839363,0.029115138356092966,Yes,-100.0
durar,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
diseñada,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
los,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
ticketregalo,Overall,13.0,0.38235294117647056,0.0,0.0,2.1955010177864014,0.03164865111257106,Yes,0.0
otros,Overall,0.0,0.0,9.0,0.2647058823529412,-2.1750801022784043,0.03321194488739961,Yes,-100.0
pie_de_foto,Overall,0.0,0.0,22.0,0.6470588235294118,-2.169960003109352,0.033614350177854094,Yes,-100.0
Antoine,Overall,0.0,0.0,12.0,0.35294117647058826,-2.1669453555438456,0.03385327078474651,Yes,-100.0
multiples,Overall,10.0,0.29411764705882354,0.0,0.0,2.146843857267229,0.03548467082862433,Yes,0.0
Nuestra,Overall,10.0,0.29411764705882354,0.0,0.0,2.146843857267229,0.03548467082862433,Yes,0.0
el3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
de21,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
tallo,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
20L,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
en5,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
por3,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
estacion,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
ser2,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
una,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
de3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
un4,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
pierde,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
la6,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
y3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
como1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
las,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
para6,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la5,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la4,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la2,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
hay,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
hasta,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
cumplir,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
fácil,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
a2,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
cuenta1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
mochila7,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
metro,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
cm,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
usos,Overall,0.0,0.0,8.0,0.23529411764705882,-2.097617696340303,0.03977234884624758,Yes,-100.0
correa,Overall,9.0,0.2647058823529412,0.0,0.0,2.054932800644799,0.043847368355295846,Yes,0.0
máxima,Overall,7.0,0.20588235294117646,0.0,0.0,2.028423973629254,0.046555637540541726,Yes,0.0
asiento,Overall,7.0,0.20588235294117646,0.0,0.0,2.028423973629254,0.046555637540541726,Yes,0.0
en4,Overall,6.0,0.17647058823529413,0.0,0.0,1.9768395829814076,0.05224020817530224,No,0.0
un,Overall,6.0,0.17647058823529413,0.0,0.0,1.9768395829814076,0.05224020817530224,No,0.0
y,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
para11,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
XVI,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
con2,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
erecto,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
de2,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de15,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
planta1,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
de4,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de7,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
Cabina,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de12,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
lo,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
correas1,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
está1,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
cabina1,Overall,9.0,0.2647058823529412,0.0,0.0,1.9527222302254226,0.05509544184772251,No,0.0
para3,Overall,8.0,0.23529411764705882,0.0,0.0,1.8516401995451026,0.0685514952228819,No,0.0
sus,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
de22,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
que3,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
tus1,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
en2,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
en1,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
de24,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de18,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de19,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de1,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
para8,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
cantidad,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
fría,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
el4,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de20,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
Color:,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
cesta,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
las3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
ya,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
la7,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
que5,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
más,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
estrés,Overall,6.0,0.17647058823529413,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
Mochila1,Overall,6.0,0.17647058823529413,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
de27,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
editar,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
un6,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
un3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
tus3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
Papa1,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
15,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
a,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
con,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
sea,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
y8,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
del2,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
taxonomia,Overall,0.0,0.0,5.0,0.14705882352941177,-1.7134593839651466,0.09132186368461694,No,-100.0
comprar,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651469,0.09132186368461694,No,0.0
para17,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651466,0.09132186368461694,No,0.0
mayor2,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651466,0.09132186368461694,No,0.0
el2,Overall,0.0,0.0,4.0,0.11764705882352941,-1.6758611631927847,0.09849695400131026,No,-100.0
tallos,Overall,0.0,0.0,4.0,0.11764705882352941,-1.6758611631927842,0.0984969540013104,No,-100.0
en,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
de9,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
que4,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
la3,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
40x20x25,Overall,6.0,0.17647058823529413,0.0,0.0,1.6431676725154987,0.10510437492644525,No,0.0
del5,Overall,0.0,0.0,2.0,0.058823529411764705,-1.4361406616345072,0.1556854253147267,No,-100.0
de6,Overall,6.0,0.17647058823529413,0.0,0.0,1.4361406616345072,0.1556854253147267,No,0.0
en3,Overall,0.0,0.0,2.0,0.058823529411764705,-1.4361406616345072,0.1556854253147267,No,-100.0
y6,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
un1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
En4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
un2,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
superindice4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
un8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
raton,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
stock,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de25,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
superindice7,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
de5,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de11,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
esta,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
para4,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
los4,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
medir,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
las1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
como2,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
y11,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de10,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
a1,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
con8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
con1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
la10,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
a4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
a3,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
alta,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
para1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
asa,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
hasta2,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
de8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
y7,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
con9,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
viaje3,Overall,3.0,0.08823529411764706,0.0,0.0,1.358204880308715,0.17902351936248137,No,0.0
lista_deseos,Overall,3.0,0.08823529411764706,0.0,0.0,1.358204880308715,0.17902351936248137,No,0.0
está,Overall,3.0,0.08823529411764706,0.0,0.0,1.3582048803087146,0.1790235193624816,No,0.0
mil,Overall,0.0,0.0,3.0,0.08823529411764706,-1.3582048803087146,0.1790235193624816,No,-100.0
la8,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
de17,Overall,2.0,0.058823529411764705,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
superindice23,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
de28,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
ser,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
en6,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
puede,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
sus2,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
del4,Overall,0.0,0.0,3.0,0.08823529411764706,-1.0000000000000002,0.32096280883217904,No,-100.0
hojas,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
y2,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
y10,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
Avion,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
y4,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
Pasa,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
Su,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Viaje,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
altura,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
imagen,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
la,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
y5,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
o2,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
lo2,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
ampliarla,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
en7,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
de¡4,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Idiomas,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Negro,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
por,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de14,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de16,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de1312,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Reino,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
